Airline,Source,Destination,Distance,Departure_Time,Weather_Condition,Delay_Status
Akasa Air,Delhi,Ahmedabad,899,Morning,Rain,On Time
IndiGo,Hyderabad,Kolkata,1518,Early Morning,Cloudy,Delayed
Vistara,Hyderabad,Ahmedabad,1295,Early Morning,Cloudy,On Time
Vistara,Pune,Delhi,1400,Evening,Cloudy,Delayed
Akasa Air,Ahmedabad,Hyderabad,1204,Night,Cloudy,Delayed
Air India,Pune,Chennai,1151,Early Morning,Fog,Delayed
Akasa Air,Delhi,Chennai,2268,Morning,Storm,On Time
SpiceJet,Mumbai,Delhi,1403,Evening,Storm,On Time
Air India,Chennai,Hyderabad,624,Evening,Fog,Delayed
IndiGo,Hyderabad,Chennai,643,Night,Cloudy,On Time
Go First,Bangalore,Hyderabad,583,Early Morning,Cloudy,On Time
SpiceJet,Chennai,Hyderabad,600,Evening,Fog,Delayed
Vistara,Pune,Hyderabad,564,Evening,Cloudy,On Time
Go First,Pune,Chennai,1191,Evening,Fog,On Time
Vistara,Bangalore,Delhi,2049,Evening,Clear,On Time
Akasa Air,Bangalore,Kolkata,1818,Night,Cloudy,Delayed
Go First,Hyderabad,Bangalore,555,Afternoon,Storm,On Time
Air India,Mumbai,Hyderabad,719,Evening,Fog,Delayed
Air India,Mumbai,Delhi,1345,Morning,Clear,Delayed
Air India,Hyderabad,Mumbai,723,Morning,Cloudy,Delayed
Air India,Chennai,Kolkata,1343,Evening,Rain,On Time
SpiceJet,Hyderabad,Pune,550,Night,Cloudy,Delayed
Go First,Chennai,Ahmedabad,1932,Night,Rain,On Time
SpiceJet,Hyderabad,Pune,569,Night,Cloudy,On Time
Go First,Chennai,Kolkata,1419,Late Night,Rain,Delayed
IndiGo,Delhi,Ahmedabad,915,Evening,Rain,Delayed
Go First,Delhi,Mumbai,1388,Afternoon,Storm,On Time
Akasa Air,Hyderabad,Delhi,1639,Evening,Clear,On Time
IndiGo,Pune,Hyderabad,542,Afternoon,Clear,On Time
Vistara,Ahmedabad,Delhi,921,Late Night,Storm,Delayed
IndiGo,Chennai,Mumbai,1324,Morning,Clear,On Time
Vistara,Mumbai,Bangalore,970,Night,Rain,Delayed
Akasa Air,Pune,Delhi,1456,Evening,Fog,Delayed
IndiGo,Bangalore,Pune,864,Early Morning,Storm,Delayed
Vistara,Hyderabad,Mumbai,697,Afternoon,Cloudy,Delayed
Air India,Ahmedabad,Delhi,959,Late Night,Rain,On Time
SpiceJet,Delhi,Kolkata,1527,Night,Cloudy,On Time
Air India,Kolkata,Bangalore,1819,Morning,Clear,On Time
Akasa Air,Mumbai,Pune,146,Night,Storm,Delayed
SpiceJet,Ahmedabad,Delhi,909,Early Morning,Clear,On Time
SpiceJet,Chennai,Kolkata,1433,Early Morning,Rain,Delayed
SpiceJet,Pune,Bangalore,846,Morning,Rain,On Time
IndiGo,Delhi,Pune,1527,Afternoon,Storm,Delayed
SpiceJet,Chennai,Bangalore,362,Morning,Rain,On Time
Akasa Air,Chennai,Bangalore,345,Late Night,Cloudy,On Time
SpiceJet,Chennai,Pune,1237,Early Morning,Clear,On Time
IndiGo,Kolkata,Hyderabad,1504,Late Night,Clear,Delayed
Air India,Chennai,Mumbai,1334,Early Morning,Storm,On Time
Go First,Kolkata,Delhi,1457,Morning,Rain,Delayed
SpiceJet,Kolkata,Pune,1869,Early Morning,Cloudy,On Time
Akasa Air,Bangalore,Chennai,349,Morning,Cloudy,On Time
Air India,Mumbai,Bangalore,979,Afternoon,Fog,Delayed
Akasa Air,Mumbai,Hyderabad,721,Afternoon,Cloudy,Delayed
Vistara,Mumbai,Hyderabad,691,Early Morning,Cloudy,On Time
Go First,Pune,Delhi,1504,Late Night,Rain,On Time
Air India,Ahmedabad,Pune,638,Night,Cloudy,Delayed
Akasa Air,Hyderabad,Chennai,622,Afternoon,Storm,On Time
SpiceJet,Delhi,Pune,1410,Late Night,Storm,Delayed
SpiceJet,Mumbai,Pune,152,Morning,Clear,On Time
IndiGo,Hyderabad,Chennai,623,Evening,Storm,On Time
Go First,Kolkata,Pune,1787,Afternoon,Fog,Delayed
IndiGo,Hyderabad,Delhi,1535,Late Night,Clear,On Time
IndiGo,Mumbai,Chennai,1341,Late Night,Storm,On Time
Air India,Bangalore,Mumbai,1026,Afternoon,Rain,On Time
Akasa Air,Mumbai,Bangalore,978,Late Night,Rain,On Time
SpiceJet,Hyderabad,Mumbai,709,Morning,Storm,On Time
IndiGo,Pune,Ahmedabad,660,Early Morning,Fog,On Time
Akasa Air,Ahmedabad,Hyderabad,1211,Morning,Cloudy,Delayed
IndiGo,Pune,Delhi,1486,Late Night,Fog,On Time
Akasa Air,Pune,Mumbai,149,Evening,Fog,On Time
Vistara,Delhi,Kolkata,1593,Night,Storm,Delayed
IndiGo,Delhi,Pune,1500,Evening,Clear,Delayed
IndiGo,Bangalore,Kolkata,1905,Early Morning,Clear,On Time
Vistara,Chennai,Delhi,2232,Evening,Fog,On Time
Akasa Air,Ahmedabad,Delhi,967,Early Morning,Storm,Delayed
Akasa Air,Chennai,Hyderabad,602,Late Night,Cloudy,On Time
Akasa Air,Ahmedabad,Delhi,920,Late Night,Fog,On Time
Go First,Delhi,Pune,1508,Night,Storm,Delayed
Akasa Air,Mumbai,Ahmedabad,521,Early Morning,Storm,Delayed
SpiceJet,Mumbai,Kolkata,1649,Evening,Storm,Delayed
Go First,Kolkata,Chennai,1415,Morning,Storm,Delayed
Akasa Air,Delhi,Bangalore,2145,Night,Fog,On Time
Air India,Chennai,Hyderabad,606,Late Night,Cloudy,On Time
Go First,Mumbai,Ahmedabad,524,Late Night,Clear,On Time
Air India,Bangalore,Chennai,335,Early Morning,Clear,On Time
Go First,Ahmedabad,Kolkata,1961,Late Night,Storm,On Time
Akasa Air,Kolkata,Chennai,1310,Afternoon,Storm,Delayed
Air India,Kolkata,Chennai,1307,Evening,Storm,Delayed
Air India,Ahmedabad,Kolkata,1941,Early Morning,Cloudy,On Time
Go First,Chennai,Ahmedabad,1993,Night,Rain,Delayed
Vistara,Delhi,Kolkata,1500,Morning,Rain,Delayed
IndiGo,Bangalore,Hyderabad,592,Late Night,Rain,On Time
Air India,Mumbai,Delhi,1384,Late Night,Fog,Delayed
SpiceJet,Delhi,Chennai,2237,Morning,Clear,On Time
Vistara,Pune,Mumbai,143,Evening,Fog,Delayed
Akasa Air,Chennai,Ahmedabad,1882,Afternoon,Cloudy,On Time
Go First,Pune,Hyderabad,558,Evening,Clear,On Time
Akasa Air,Hyderabad,Pune,550,Evening,Rain,On Time
Air India,Kolkata,Chennai,1320,Afternoon,Storm,Delayed
Go First,Kolkata,Chennai,1437,Evening,Storm,Delayed
SpiceJet,Ahmedabad,Mumbai,527,Night,Fog,Delayed
Air India,Pune,Delhi,1446,Evening,Cloudy,Delayed
Go First,Kolkata,Pune,1890,Morning,Rain,On Time
Air India,Pune,Hyderabad,534,Late Night,Rain,On Time
IndiGo,Kolkata,Chennai,1427,Evening,Clear,On Time
SpiceJet,Kolkata,Chennai,1406,Afternoon,Fog,Delayed
SpiceJet,Chennai,Delhi,2154,Afternoon,Clear,On Time
Air India,Mumbai,Hyderabad,700,Early Morning,Clear,On Time
Vistara,Bangalore,Pune,823,Morning,Storm,On Time
Vistara,Delhi,Pune,1481,Night,Rain,On Time
SpiceJet,Chennai,Pune,1238,Early Morning,Clear,On Time
Air India,Chennai,Pune,1133,Night,Storm,Delayed
SpiceJet,Hyderabad,Pune,569,Late Night,Cloudy,On Time
Akasa Air,Ahmedabad,Mumbai,503,Early Morning,Cloudy,On Time
Air India,Chennai,Hyderabad,658,Evening,Rain,On Time
Vistara,Chennai,Delhi,2186,Afternoon,Clear,On Time
Akasa Air,Delhi,Bangalore,2125,Night,Storm,Delayed
Akasa Air,Chennai,Delhi,2132,Night,Fog,On Time
Air India,Hyderabad,Bangalore,574,Early Morning,Cloudy,On Time
Akasa Air,Delhi,Bangalore,2137,Evening,Storm,Delayed
Vistara,Delhi,Hyderabad,1527,Evening,Rain,On Time
Vistara,Delhi,Bangalore,2222,Afternoon,Cloudy,Delayed
Akasa Air,Mumbai,Hyderabad,676,Night,Cloudy,On Time
Akasa Air,Kolkata,Ahmedabad,2029,Afternoon,Rain,On Time
IndiGo,Pune,Delhi,1476,Early Morning,Cloudy,Delayed
Akasa Air,Mumbai,Bangalore,983,Late Night,Fog,On Time
Go First,Bangalore,Hyderabad,572,Afternoon,Storm,Delayed
Go First,Chennai,Delhi,2211,Late Night,Fog,Delayed
SpiceJet,Kolkata,Pune,1857,Afternoon,Storm,Delayed
Akasa Air,Hyderabad,Chennai,650,Night,Cloudy,Delayed
IndiGo,Ahmedabad,Chennai,2032,Morning,Clear,On Time
SpiceJet,Bangalore,Hyderabad,570,Afternoon,Rain,On Time
Vistara,Delhi,Hyderabad,1652,Afternoon,Cloudy,Delayed
SpiceJet,Bangalore,Mumbai,976,Early Morning,Rain,Delayed
IndiGo,Hyderabad,Bangalore,563,Early Morning,Cloudy,On Time
SpiceJet,Chennai,Ahmedabad,1917,Early Morning,Rain,Delayed
Air India,Pune,Hyderabad,546,Early Morning,Rain,Delayed
Air India,Pune,Hyderabad,550,Early Morning,Cloudy,On Time
Air India,Hyderabad,Mumbai,723,Late Night,Storm,Delayed
Vistara,Kolkata,Mumbai,1717,Afternoon,Storm,Delayed
Go First,Mumbai,Chennai,1368,Evening,Clear,Delayed
SpiceJet,Kolkata,Hyderabad,1486,Afternoon,Fog,Delayed
Akasa Air,Mumbai,Kolkata,1719,Night,Storm,Delayed
IndiGo,Pune,Mumbai,152,Early Morning,Fog,Delayed
Vistara,Ahmedabad,Mumbai,546,Evening,Cloudy,On Time
Akasa Air,Kolkata,Delhi,1499,Night,Storm,On Time
Vistara,Delhi,Pune,1473,Night,Storm,Delayed
Go First,Ahmedabad,Hyderabad,1181,Afternoon,Cloudy,On Time
Vistara,Ahmedabad,Hyderabad,1202,Evening,Cloudy,Delayed
IndiGo,Bangalore,Pune,878,Morning,Fog,On Time
Air India,Ahmedabad,Hyderabad,1244,Early Morning,Fog,Delayed
Go First,Kolkata,Chennai,1386,Late Night,Storm,Delayed
Vistara,Pune,Mumbai,151,Evening,Storm,Delayed
Akasa Air,Chennai,Ahmedabad,1971,Evening,Cloudy,On Time
SpiceJet,Kolkata,Hyderabad,1542,Late Night,Storm,Delayed
IndiGo,Chennai,Kolkata,1369,Early Morning,Clear,Delayed
Air India,Hyderabad,Kolkata,1540,Morning,Cloudy,On Time
SpiceJet,Ahmedabad,Bangalore,1479,Late Night,Clear,On Time
Akasa Air,Chennai,Bangalore,330,Morning,Clear,On Time
Go First,Chennai,Bangalore,346,Afternoon,Storm,Delayed
SpiceJet,Bangalore,Mumbai,953,Late Night,Rain,Delayed
Akasa Air,Bangalore,Delhi,2235,Evening,Rain,On Time
Go First,Hyderabad,Kolkata,1463,Night,Fog,Delayed
Akasa Air,Hyderabad,Mumbai,745,Late Night,Cloudy,On Time
Vistara,Kolkata,Delhi,1544,Morning,Rain,On Time
Air India,Kolkata,Bangalore,1910,Late Night,Cloudy,Delayed
SpiceJet,Hyderabad,Pune,568,Late Night,Storm,Delayed
Akasa Air,Bangalore,Kolkata,1914,Afternoon,Rain,Delayed
SpiceJet,Chennai,Bangalore,329,Night,Fog,On Time
SpiceJet,Ahmedabad,Hyderabad,1210,Early Morning,Rain,On Time
Go First,Bangalore,Chennai,342,Late Night,Fog,Delayed
Air India,Mumbai,Delhi,1394,Night,Clear,Delayed
Akasa Air,Mumbai,Pune,147,Late Night,Cloudy,Delayed
Vistara,Pune,Kolkata,1924,Late Night,Clear,Delayed
Air India,Delhi,Hyderabad,1526,Afternoon,Cloudy,Delayed
IndiGo,Kolkata,Delhi,1570,Night,Fog,Delayed
SpiceJet,Kolkata,Pune,1796,Night,Storm,Delayed
SpiceJet,Hyderabad,Chennai,615,Afternoon,Clear,On Time
SpiceJet,Bangalore,Pune,838,Afternoon,Rain,On Time
Air India,Ahmedabad,Bangalore,1477,Evening,Storm,Delayed
Air India,Ahmedabad,Hyderabad,1223,Morning,Clear,On Time
IndiGo,Pune,Ahmedabad,644,Night,Storm,On Time
IndiGo,Mumbai,Delhi,1407,Early Morning,Fog,Delayed
Air India,Hyderabad,Bangalore,562,Early Morning,Storm,Delayed
IndiGo,Chennai,Hyderabad,635,Night,Cloudy,Delayed
Akasa Air,Bangalore,Hyderabad,574,Evening,Rain,Delayed
Go First,Ahmedabad,Kolkata,1941,Night,Storm,Delayed
Vistara,Mumbai,Ahmedabad,549,Morning,Clear,On Time
IndiGo,Delhi,Hyderabad,1522,Night,Cloudy,Delayed
Vistara,Hyderabad,Pune,572,Evening,Clear,On Time
Go First,Kolkata,Ahmedabad,2009,Late Night,Clear,On Time
IndiGo,Pune,Chennai,1216,Evening,Fog,On Time
Vistara,Pune,Hyderabad,581,Early Morning,Storm,Delayed
Air India,Bangalore,Ahmedabad,1564,Early Morning,Clear,Delayed
IndiGo,Chennai,Bangalore,337,Early Morning,Cloudy,On Time
IndiGo,Pune,Bangalore,833,Morning,Storm,On Time
SpiceJet,Hyderabad,Kolkata,1467,Night,Rain,Delayed
IndiGo,Delhi,Chennai,2160,Early Morning,Rain,Delayed
Air India,Mumbai,Delhi,1439,Morning,Cloudy,Delayed
Vistara,Pune,Delhi,1414,Late Night,Fog,On Time
SpiceJet,Kolkata,Hyderabad,1453,Early Morning,Rain,Delayed
IndiGo,Mumbai,Hyderabad,700,Morning,Rain,On Time
SpiceJet,Mumbai,Ahmedabad,498,Morning,Cloudy,On Time
Go First,Delhi,Kolkata,1578,Late Night,Cloudy,On Time
Vistara,Kolkata,Mumbai,1697,Early Morning,Cloudy,On Time
IndiGo,Mumbai,Chennai,1309,Morning,Rain,On Time
Akasa Air,Kolkata,Pune,1849,Late Night,Fog,On Time
SpiceJet,Delhi,Kolkata,1509,Early Morning,Cloudy,On Time
Vistara,Ahmedabad,Chennai,2045,Evening,Cloudy,On Time
Air India,Pune,Ahmedabad,658,Evening,Cloudy,On Time
Vistara,Chennai,Pune,1247,Evening,Rain,On Time
Air India,Mumbai,Chennai,1301,Early Morning,Rain,On Time
Vistara,Chennai,Bangalore,356,Afternoon,Cloudy,Delayed
Go First,Pune,Ahmedabad,679,Evening,Clear,On Time
Go First,Bangalore,Chennai,331,Night,Storm,On Time
Vistara,Chennai,Mumbai,1376,Late Night,Rain,Delayed
IndiGo,Pune,Mumbai,143,Afternoon,Clear,On Time
IndiGo,Mumbai,Hyderabad,742,Night,Rain,On Time
Air India,Chennai,Bangalore,348,Late Night,Rain,Delayed
Air India,Chennai,Kolkata,1400,Evening,Cloudy,Delayed
Go First,Ahmedabad,Pune,693,Morning,Storm,On Time
SpiceJet,Pune,Mumbai,144,Evening,Fog,On Time
SpiceJet,Hyderabad,Bangalore,580,Morning,Fog,Delayed
Akasa Air,Chennai,Ahmedabad,1867,Afternoon,Storm,Delayed
Akasa Air,Delhi,Hyderabad,1543,Afternoon,Storm,Delayed
Air India,Mumbai,Delhi,1397,Early Morning,Storm,On Time
Vistara,Kolkata,Hyderabad,1489,Evening,Clear,On Time
Air India,Mumbai,Bangalore,944,Night,Fog,Delayed
SpiceJet,Pune,Hyderabad,575,Late Night,Clear,On Time
Go First,Hyderabad,Ahmedabad,1175,Early Morning,Fog,On Time
Go First,Chennai,Ahmedabad,1875,Afternoon,Rain,On Time
IndiGo,Hyderabad,Delhi,1533,Late Night,Cloudy,On Time
Go First,Mumbai,Hyderabad,716,Afternoon,Fog,Delayed
SpiceJet,Kolkata,Ahmedabad,1977,Afternoon,Fog,Delayed
Air India,Delhi,Bangalore,2177,Night,Rain,On Time
Vistara,Pune,Delhi,1542,Morning,Clear,On Time
IndiGo,Delhi,Ahmedabad,945,Morning,Storm,Delayed
Go First,Ahmedabad,Hyderabad,1189,Early Morning,Cloudy,On Time
Vistara,Mumbai,Delhi,1411,Morning,Fog,On Time
Akasa Air,Pune,Kolkata,1918,Morning,Storm,On Time
IndiGo,Delhi,Pune,1448,Morning,Storm,On Time
Akasa Air,Pune,Kolkata,1883,Evening,Fog,Delayed
SpiceJet,Hyderabad,Delhi,1608,Night,Clear,On Time
Go First,Bangalore,Delhi,2080,Early Morning,Clear,On Time
Go First,Hyderabad,Ahmedabad,1270,Morning,Storm,On Time
SpiceJet,Kolkata,Bangalore,1830,Night,Fog,Delayed
SpiceJet,Pune,Hyderabad,571,Late Night,Storm,On Time
SpiceJet,Mumbai,Delhi,1359,Afternoon,Cloudy,On Time
Air India,Hyderabad,Ahmedabad,1256,Morning,Clear,On Time
Akasa Air,Chennai,Hyderabad,611,Early Morning,Storm,On Time
Go First,Hyderabad,Delhi,1530,Late Night,Storm,On Time
Vistara,Mumbai,Bangalore,975,Night,Storm,Delayed
Air India,Hyderabad,Pune,533,Night,Rain,Delayed
Go First,Chennai,Hyderabad,646,Evening,Rain,Delayed
SpiceJet,Delhi,Chennai,2193,Afternoon,Clear,On Time
Vistara,Delhi,Pune,1417,Afternoon,Storm,Delayed
Air India,Mumbai,Delhi,1362,Morning,Cloudy,On Time
SpiceJet,Mumbai,Pune,148,Afternoon,Storm,Delayed
Vistara,Ahmedabad,Mumbai,540,Early Morning,Cloudy,On Time
IndiGo,Chennai,Mumbai,1362,Early Morning,Fog,On Time
IndiGo,Chennai,Delhi,2088,Late Night,Rain,Delayed
Go First,Kolkata,Mumbai,1644,Late Night,Rain,Delayed
SpiceJet,Mumbai,Bangalore,955,Late Night,Cloudy,On Time
IndiGo,Hyderabad,Chennai,601,Morning,Cloudy,Delayed
Vistara,Bangalore,Ahmedabad,1507,Afternoon,Clear,On Time
SpiceJet,Chennai,Kolkata,1329,Late Night,Fog,Delayed
Go First,Delhi,Hyderabad,1651,Early Morning,Storm,On Time
Go First,Hyderabad,Pune,583,Afternoon,Storm,Delayed
SpiceJet,Mumbai,Chennai,1277,Night,Cloudy,Delayed
Go First,Chennai,Mumbai,1380,Night,Clear,On Time
Vistara,Bangalore,Hyderabad,563,Early Morning,Storm,On Time
Vistara,Mumbai,Kolkata,1677,Morning,Storm,Delayed
Go First,Bangalore,Pune,819,Afternoon,Clear,Delayed
Vistara,Mumbai,Bangalore,988,Evening,Fog,On Time
IndiGo,Chennai,Ahmedabad,1858,Evening,Fog,On Time
SpiceJet,Kolkata,Mumbai,1655,Early Morning,Cloudy,On Time
Akasa Air,Pune,Hyderabad,583,Afternoon,Rain,Delayed
IndiGo,Delhi,Hyderabad,1568,Evening,Fog,Delayed
IndiGo,Ahmedabad,Delhi,908,Night,Cloudy,On Time
SpiceJet,Bangalore,Chennai,346,Night,Storm,Delayed
IndiGo,Mumbai,Hyderabad,717,Late Night,Clear,On Time
Go First,Mumbai,Chennai,1317,Late Night,Storm,On Time
SpiceJet,Hyderabad,Ahmedabad,1250,Evening,Cloudy,On Time
IndiGo,Kolkata,Ahmedabad,2029,Early Morning,Rain,Delayed
Air India,Hyderabad,Ahmedabad,1218,Night,Cloudy,On Time
IndiGo,Delhi,Hyderabad,1643,Afternoon,Rain,On Time
IndiGo,Mumbai,Chennai,1400,Late Night,Clear,On Time
Vistara,Ahmedabad,Bangalore,1493,Early Morning,Fog,Delayed
Go First,Chennai,Mumbai,1354,Morning,Rain,Delayed
Air India,Chennai,Hyderabad,661,Evening,Rain,On Time
Vistara,Delhi,Ahmedabad,895,Evening,Rain,Delayed
Go First,Delhi,Hyderabad,1634,Afternoon,Cloudy,On Time
Akasa Air,Ahmedabad,Delhi,908,Morning,Rain,On Time
Vistara,Chennai,Mumbai,1289,Early Morning,Clear,Delayed
Vistara,Ahmedabad,Mumbai,526,Afternoon,Clear,On Time
Vistara,Chennai,Pune,1239,Late Night,Fog,On Time
Vistara,Pune,Bangalore,839,Morning,Rain,Delayed
Air India,Mumbai,Kolkata,1642,Late Night,Fog,Delayed
Akasa Air,Chennai,Hyderabad,650,Night,Cloudy,On Time
Go First,Mumbai,Ahmedabad,526,Night,Cloudy,Delayed
Akasa Air,Delhi,Pune,1412,Late Night,Fog,On Time
Akasa Air,Bangalore,Chennai,358,Morning,Clear,On Time
SpiceJet,Ahmedabad,Delhi,914,Night,Storm,On Time
IndiGo,Kolkata,Hyderabad,1457,Morning,Rain,On Time
Go First,Mumbai,Kolkata,1579,Evening,Clear,On Time
Vistara,Kolkata,Ahmedabad,2003,Morning,Rain,On Time
Akasa Air,Delhi,Pune,1400,Late Night,Storm,On Time
Akasa Air,Hyderabad,Chennai,646,Early Morning,Rain,Delayed
Air India,Chennai,Bangalore,347,Evening,Clear,On Time
Vistara,Delhi,Pune,1452,Evening,Clear,On Time
Akasa Air,Kolkata,Mumbai,1617,Afternoon,Storm,On Time
Air India,Chennai,Kolkata,1434,Night,Cloudy,On Time
Air India,Delhi,Ahmedabad,972,Late Night,Storm,On Time
Vistara,Pune,Delhi,1461,Early Morning,Fog,On Time
IndiGo,Delhi,Kolkata,1532,Late Night,Clear,Delayed
Air India,Delhi,Ahmedabad,974,Night,Rain,On Time
Akasa Air,Pune,Chennai,1209,Evening,Clear,On Time
Go First,Kolkata,Chennai,1315,Afternoon,Fog,Delayed
Air India,Kolkata,Delhi,1478,Late Night,Rain,On Time
Vistara,Kolkata,Ahmedabad,1927,Evening,Storm,On Time
Vistara,Pune,Delhi,1462,Late Night,Clear,On Time
SpiceJet,Pune,Mumbai,147,Evening,Storm,Delayed
IndiGo,Kolkata,Bangalore,1895,Afternoon,Cloudy,On Time
SpiceJet,Hyderabad,Kolkata,1480,Early Morning,Rain,Delayed
Akasa Air,Bangalore,Pune,819,Afternoon,Fog,On Time
Akasa Air,Mumbai,Chennai,1302,Late Night,Clear,On Time
Akasa Air,Chennai,Hyderabad,631,Morning,Clear,On Time
SpiceJet,Pune,Chennai,1143,Afternoon,Clear,On Time
Vistara,Mumbai,Bangalore,1016,Afternoon,Storm,Delayed
IndiGo,Chennai,Ahmedabad,2029,Early Morning,Rain,On Time
IndiGo,Hyderabad,Pune,545,Night,Rain,On Time
Go First,Delhi,Bangalore,2055,Morning,Rain,On Time
Go First,Kolkata,Ahmedabad,1997,Afternoon,Cloudy,Delayed
SpiceJet,Hyderabad,Bangalore,573,Late Night,Fog,On Time
IndiGo,Kolkata,Mumbai,1719,Morning,Fog,Delayed
Akasa Air,Ahmedabad,Pune,652,Afternoon,Rain,On Time
SpiceJet,Delhi,Ahmedabad,907,Morning,Fog,On Time
IndiGo,Chennai,Pune,1150,Early Morning,Rain,On Time
Air India,Mumbai,Pune,153,Afternoon,Cloudy,On Time
Go First,Hyderabad,Pune,587,Afternoon,Rain,Delayed
SpiceJet,Pune,Chennai,1169,Night,Storm,Delayed
Air India,Mumbai,Chennai,1375,Night,Storm,On Time
IndiGo,Ahmedabad,Chennai,1959,Afternoon,Clear,Delayed
Air India,Bangalore,Pune,828,Early Morning,Rain,On Time
IndiGo,Bangalore,Chennai,354,Morning,Storm,Delayed
Go First,Delhi,Bangalore,2055,Early Morning,Clear,On Time
SpiceJet,Mumbai,Ahmedabad,506,Late Night,Cloudy,Delayed
Akasa Air,Mumbai,Hyderabad,710,Evening,Fog,Delayed
SpiceJet,Pune,Chennai,1235,Morning,Clear,On Time
Go First,Delhi,Pune,1433,Late Night,Fog,On Time
SpiceJet,Mumbai,Hyderabad,680,Late Night,Cloudy,On Time
Akasa Air,Chennai,Mumbai,1359,Late Night,Fog,Delayed
SpiceJet,Pune,Mumbai,150,Night,Rain,On Time
IndiGo,Kolkata,Hyderabad,1431,Evening,Storm,On Time
Akasa Air,Chennai,Hyderabad,659,Early Morning,Fog,On Time
Akasa Air,Ahmedabad,Kolkata,1923,Night,Storm,On Time
IndiGo,Delhi,Ahmedabad,964,Morning,Fog,On Time
Akasa Air,Ahmedabad,Bangalore,1541,Late Night,Fog,On Time
Akasa Air,Delhi,Hyderabad,1504,Late Night,Clear,Delayed
IndiGo,Ahmedabad,Chennai,1950,Early Morning,Storm,On Time
Air India,Chennai,Mumbai,1305,Night,Fog,Delayed
Vistara,Hyderabad,Chennai,606,Night,Fog,On Time
Akasa Air,Ahmedabad,Kolkata,1919,Late Night,Fog,On Time
Air India,Bangalore,Chennai,343,Afternoon,Fog,On Time
Vistara,Bangalore,Mumbai,939,Late Night,Clear,On Time
Akasa Air,Mumbai,Kolkata,1614,Morning,Fog,On Time
IndiGo,Delhi,Hyderabad,1513,Late Night,Rain,On Time
Go First,Kolkata,Chennai,1355,Late Night,Rain,On Time
IndiGo,Bangalore,Delhi,2176,Morning,Rain,On Time
Go First,Hyderabad,Delhi,1610,Afternoon,Storm,Delayed
Go First,Bangalore,Ahmedabad,1479,Afternoon,Rain,Delayed
SpiceJet,Pune,Chennai,1250,Early Morning,Storm,Delayed
Air India,Pune,Chennai,1154,Late Night,Rain,On Time
Go First,Hyderabad,Pune,567,Early Morning,Clear,On Time
Akasa Air,Kolkata,Delhi,1524,Night,Fog,On Time
Vistara,Mumbai,Pune,141,Evening,Clear,On Time
IndiGo,Ahmedabad,Hyderabad,1262,Afternoon,Cloudy,On Time
Go First,Delhi,Ahmedabad,891,Late Night,Storm,On Time
Air India,Chennai,Kolkata,1320,Afternoon,Clear,On Time
SpiceJet,Ahmedabad,Kolkata,2048,Night,Clear,On Time
SpiceJet,Delhi,Bangalore,2052,Evening,Cloudy,On Time
Air India,Bangalore,Pune,870,Early Morning,Fog,On Time
SpiceJet,Chennai,Delhi,2089,Evening,Cloudy,On Time
Air India,Hyderabad,Pune,554,Late Night,Rain,Delayed
SpiceJet,Chennai,Delhi,2149,Early Morning,Rain,Delayed
SpiceJet,Mumbai,Ahmedabad,503,Evening,Clear,On Time
Air India,Delhi,Mumbai,1364,Evening,Fog,On Time
Air India,Hyderabad,Chennai,632,Late Night,Cloudy,On Time
IndiGo,Mumbai,Delhi,1440,Morning,Clear,On Time
SpiceJet,Chennai,Ahmedabad,1898,Night,Clear,On Time
Air India,Bangalore,Chennai,362,Night,Cloudy,On Time
SpiceJet,Chennai,Pune,1247,Afternoon,Cloudy,Delayed
Akasa Air,Mumbai,Kolkata,1698,Morning,Rain,Delayed
Air India,Pune,Hyderabad,585,Afternoon,Cloudy,On Time
IndiGo,Bangalore,Chennai,347,Night,Fog,Delayed
Akasa Air,Ahmedabad,Bangalore,1415,Evening,Cloudy,On Time
Go First,Pune,Ahmedabad,697,Night,Fog,On Time
Air India,Kolkata,Chennai,1403,Late Night,Rain,On Time
Vistara,Pune,Kolkata,1842,Morning,Clear,On Time
Go First,Ahmedabad,Pune,672,Night,Rain,Delayed
SpiceJet,Bangalore,Chennai,333,Evening,Cloudy,Delayed
Air India,Delhi,Pune,1481,Morning,Storm,On Time
SpiceJet,Hyderabad,Kolkata,1473,Night,Rain,On Time
Vistara,Pune,Delhi,1522,Evening,Clear,On Time
Akasa Air,Ahmedabad,Kolkata,1868,Night,Clear,On Time
Akasa Air,Delhi,Mumbai,1383,Afternoon,Storm,Delayed
Vistara,Chennai,Mumbai,1315,Evening,Storm,On Time
Air India,Bangalore,Pune,804,Early Morning,Rain,On Time
Go First,Mumbai,Chennai,1321,Night,Fog,On Time
Air India,Kolkata,Mumbai,1589,Evening,Clear,On Time
SpiceJet,Mumbai,Pune,152,Afternoon,Storm,Delayed
Air India,Ahmedabad,Kolkata,1902,Afternoon,Clear,On Time
SpiceJet,Hyderabad,Kolkata,1481,Morning,Rain,Delayed
Vistara,Pune,Chennai,1147,Early Morning,Rain,On Time
SpiceJet,Ahmedabad,Chennai,1868,Night,Storm,Delayed
IndiGo,Ahmedabad,Mumbai,544,Night,Clear,Delayed
IndiGo,Mumbai,Hyderabad,689,Late Night,Rain,Delayed
Air India,Chennai,Delhi,2168,Late Night,Fog,Delayed
IndiGo,Bangalore,Pune,854,Early Morning,Cloudy,On Time
